id,name,description,resource_type,resource_type_id,status,address_street1,address_street2,city,state,zipCode,latitude,longitude,timezone,website,phone,open_by_appointment,appointment_required,accepting_new_clients,usage_limit_count,usage_limit_interval,confidence,rating_average,review_count,subscription_count,regions_served,tags,has_shifts,has_occurrences,borough,poverty_rate,distance_to_nearest_pantry_miles,food_access_risk_raw,food_access_risk,risk_tier
943,Metro Baptist Church,https://www.facebook.com/hkfarmproject,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,410 West 40th Street,,New York,NY,10018,40.757202,-73.994324,America/New_York,https://www.hkfp.org/food-pantry,(212) 594-4464,False,False,True,1.0,MONTH,0.98,2.111111111111111,13,90,,"ID required,Schedule appointment through Plentiful app",True,True,Manhattan,0.16,0.028,0.0045,0.0003,low
636,Metropolitan Baptist Church - Soup Kitchen,,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,151 W 128th St,,New York,NY,10027,40.8108787,-73.9464067,America/New_York,https://www.facebook.com/MBCNYCOfficial,(212) 663-8990,False,False,True,,,0.86,2.3333333333333335,11,34,,,True,True,Manhattan,0.16,0.024,0.0038,0.0003,low
cmixb82hc0dwn5agx96x1uunn,Metropolitan College of New York,"**no hrs

Dr. Joanne Passaro",Food pantry (groceries),FOOD_PANTRY,PUBLISHED,60 West Street,,New York,NY,10006,40.708707,-74.0146867,America/New_York,,(212) 343-1234,False,False,True,,,0.53,,0,11,,,False,False,Manhattan,0.16,0.018,0.0029,0.0002,low
ckykoax0h00080421gop5j8r5,Missionaries of Charity - Harlem,,Soup kitchen (ready-to-eat meals),SOUP_KITCHEN,PUBLISHED,406 W 127th St,,New York,NY,10027,40.8128,-73.95363,America/New_York,,(212) 222-7229,False,False,True,,,0.86,2.0,5,25,,,True,True,Manhattan,0.16,0.062,0.0099,0.0007,low
cld4uiry50000lf0f6e66ipko,Mobile Iris House Fresh Market - Denny Moes’ SuperStar Barbershop,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,2496 Frederick Douglass Boulevard,,New York,NY,10030,40.8153692,-73.9469943,America/New_York,https://www.irishouse.org/food-and-nutrition.html,(646) 548-0100,False,False,True,,,0.99,2.2,11,20,,,True,False,Manhattan,0.16,0.117,0.0187,0.0013,low
cld4uncyj000rl50fdw6e3peh,Mobile Iris House Fresh Market - Temple Emmanuel Church,"For more information on any of Iris House's Food and Nutrition Services, please contact program director Serge Jean at (646) 548-0100 x202 or sjean@irishouse.org",Food pantry (groceries),FOOD_PANTRY,PUBLISHED,233 East 116th Street,,New York,NY,10029,40.7975721,-73.938524,America/New_York,,(646) 548-0100,False,False,True,,,0.75,2.0,2,19,,,True,True,Manhattan,0.16,0.004,0.0006,0.0,low
ckxexc1jh00640413nb29n5l9,Mobilization for Justice,"Call line is often busy or unattended. For more immediate help, their walk-in centers may be better option: https://mobilizationforjustice.org/get-help/mfy-in-the-field/",SNAP/EBT,SNAP_EBT,UNAVAILABLE,100 William Street,,New York,NY,10038,40.70838270000001,-74.0072011,America/New_York,https://mobilizationforjustice.org/projects/government-benefits-project/,(212) 417-3732,False,False,True,,,0.6,,0,7,NEW_YORK_CITY,,True,False,Manhattan,0.16,0.078,0.0125,0.0009,low
ckz1h4gzs238973mztt91tnkac,Momentum Project at Middle Collegiate Church,,Soup kitchen (ready-to-eat meals),SOUP_KITCHEN,UNAVAILABLE,50 East 7th Street,,New York,NY,10003,40.7275596,-73.98766309999999,America/New_York,https://www.middlechurch.org/contact/,(212) 477-0666,False,False,True,,,0.4,,0,1,,,True,False,Manhattan,0.16,0.001,0.0002,0.0,low
1424,Mount Olivet Baptist Church Community Meals Food Pantry,Best contact: Anthony,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,201 Lenox Avenue at 120th street,,New York,NY,10027,40.804863,-73.947884,America/New_York,http://mountolivetbaptistchurch.org,(917) 783-6968,False,False,True,1.0,WEEK,0.94,2.230769230769231,14,45,,"ID required,Diapers/baby essentials may be available,Clothing may be available",True,True,Manhattan,0.16,0.045,0.0072,0.0005,low
1483,Mt. Zion AME Church,"* Face Masks Are REQUIRED (participants must bring their own)
* ID with current address is required for the person registering and for anyone residing in the household. This allows us to provide sufficient amount of food. (Everyone's address must have the address of the person registering).
* The participant is able to attend the food pantry once per month. An email will go out inviting participants to come back for an additional food pantry bag if food item supplies allow it. 

ID required for ",Food pantry (groceries),FOOD_PANTRY,PUBLISHED,1765 Madison Avenue,,New York,NY,10029,40.799702,-73.9447607,America/New_York,,(212) 369-6643,False,False,True,1.0,MONTH,0.6,2.5,18,69,,"ID required,Proof of address required,Call in advance for services,Registration required,Clothing may be available",True,True,Manhattan,0.16,0.131,0.021,0.0015,low
cmg5ekhm71h0lwzfmnn8dt7o3,Muna - Uptown Manhattan,,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,35 East 106th Street,,New York,NY,10029,40.7940239,-73.9497742,America/New_York,https://www.munassinc.org/locations/,(917) 267-8136,False,False,True,,,0.59,2.0,1,16,,,True,True,Manhattan,0.16,0.127,0.0203,0.0014,low
ckzg4vszw1035973g0idj08brow,Muslims Giving Back Soup Kitchen,,Soup kitchen (ready-to-eat meals),SOUP_KITCHEN,PUBLISHED,102 West 35th Street,,New York,NY,10001,40.7505004,-73.9876057,America/New_York,https://muslimsgivingback.org/contact-us/,(718) 737-1665,False,False,True,,,0.79,1.0,1,5,,,True,True,Manhattan,0.16,0.052,0.0083,0.0006,low
cmj04hdxc0cwd1nfhs2l2v4xg,NAZARETH HOUSING INC,,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,206 East 4th Street,,New York,NY,10009,40.7238041,-73.9843109,America/New_York,,(212) 777-1010,False,False,True,,,0.58,,0,0,,,True,True,Manhattan,0.16,0.011,0.0018,0.0001,low
cmixbcmfs0exrywebe6e3j0j2,NY Community Fridge Corp.,"They do not operate a physical food pantry. Food is distributed by volunteer drivers and community leaders within their own communities on varying schedules. The organization does not distribute food directly.

Open 24/7! Free, outdoor community fridge/pantry operated by local volunteers.",Community fridge,COMMUNITY_FRIDGE,PUBLISHED,1760 2nd Avenue,,New York,NY,10128,40.7813275,-73.94887039999999,America/New_York,,(917) 497-2514,False,False,True,,,0.71,,0,17,,,True,True,Manhattan,0.16,0.122,0.0195,0.0014,low
1103,NYC Food Not Bombs,,Soup kitchen (ready-to-eat meals),SOUP_KITCHEN,PUBLISHED,E 10th St,Tompkins Square Park,New York,New York,10009,40.72642949999999,-73.9817841,America/New_York,http://www.abcnorio.org/affiliated/fnb.html,(718) 539-2324,False,False,True,,,0.88,2.5,2,2,,"First come, first serve: open until food runs out",True,True,Manhattan,0.16,0.004,0.0006,0.0,low
855,NYC Loving Kitchen @ Holy Trinity Episcopal Church,"(Pre-registration required via plentiful app)
*To register with the Plentiful app to receive food, 
download the app and create an account, or text ""FOOD"" to 726-879 to register via text. After registering, you can find a nearby food pantry, make a reservation for a time slot, or sign up for updates on food distributions.",Food pantry (groceries),FOOD_PANTRY,PUBLISHED,20 Cumming Street,,New York,NY,10034,40.8666437,-73.9268712,America/New_York,https://www.nyclovekitchen.com/our-services,(212) 869-3485,False,False,True,,,0.97,2.5,6,27,,Schedule appointment through Plentiful app,True,True,Manhattan,0.16,0.25,0.04,0.0028,low
1535,NYCLK 145th Street and Broadway,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,145th Street and Broadway,,NYC,NY,10031,40.82618,-73.950279,America/New_York,https://www.nyclovekitchen.com/,(470) 838-9292,False,False,True,1.0,MONTH,0.95,2.5,8,33,,ID required,True,False,Manhattan,0.16,0.015,0.0024,0.0002,low
clb1c00yl01qgun04qn0fw67w,NYCLK 34 Hillside Ave,,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,181 Broadway,,New York,NY,10007,40.7102096,-74.0099291,America/New_York,,(470) 838-9292,False,False,True,,,0.74,2.0,3,20,,"First come, first serve: open until food runs out",True,True,Manhattan,0.16,0.087,0.0139,0.001,low
cmj0evw2701vcvyfpuoeuweg9,NYSoM Gift Giveaway,,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,2017 1st Avenue,,New York,NY,10029,40.7883334,-73.9412535,America/New_York,https://web.facebook.com/events/1664072530935695?_rdc=1&_rdr#,,False,False,True,,,0.9,,0,87,,"First come, first serve: open until food runs out",False,False,Manhattan,0.16,0.093,0.0149,0.0011,low
ckyzfufw72400563o1dm9wf3wyb,National Council of Jewish Women,,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,241 West 72nd Street,,New York,NY,10023,40.7794675,-73.9830259,America/New_York,www.ncjwny.org,(212) 687-5030,False,False,True,,,0.95,2.5,13,45,,"ID required,Kosher food available",True,True,Manhattan,0.16,0.04,0.0064,0.0005,low
805,"Nazareth Housing Inc., Louise's Pantry, Lower East Side",Registration at Haven Plaza office at 200 Avenue C is required,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,206 E 4th St,,New York,NY,10009,40.72365689999999,-73.9842426,America/New_York,https://nazarethhousingnyc.org/louises-pantry/,(212) 477-7017,False,False,True,,,0.99,3.0,7,43,,"ID required,Registration required,Schedule appointment through Plentiful app",True,True,Manhattan,0.16,0.011,0.0018,0.0001,low
cmixb9pk50e5kvoee340s360k,"Nazareth Housing, Inc.","**no hrs

Ms Rachel Levine",Food pantry (groceries),FOOD_PANTRY,PUBLISHED,519 East 11th Street,,New York,NY,10009,40.72819,-73.98074179999999,America/New_York,,(646) 713-2729,False,False,True,,,0.53,,0,2,,,False,False,Manhattan,0.16,0.051,0.0082,0.0006,low
360,"NeON Nutrition Kitchen food pantry, Manhattan",,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,128 West 128th Street,,New York,NY,10027,40.8100148,-73.9452127,America/New_York,https://www.nyc.gov/site/neon/programs/nutrition-kitchen.page,(718) 802-4500,False,False,True,,,0.88,2.2,5,16,,,True,True,Manhattan,0.16,0.086,0.0138,0.001,low
cm34h26fm006c11n0s3ayjj09,Neighbor to Neighbor at St. Thomas Church Fifth Avenue,"Every Saturday 9am-10am we provide hot coffee, warm oatmeal, pastries and fresh fruit to our neighbors in Midtown Manhattan.",Soup kitchen (ready-to-eat meals),SOUP_KITCHEN,PUBLISHED,1 West 53rd Street,,New York,NY,10019,40.7608522,-73.9765937,America/New_York,https://www.saintthomaschurch.org/parish-life/outreach-at-saint-thomas-church/,(917) 231-6690,False,False,True,,,0.69,,0,2,,,True,True,Manhattan,0.16,0.009,0.0014,0.0001,low
cmke98y1b039sv2fi60lce7gs,Neighborhood Care Chinatown,"Join EmblemHealth Neighborhood Care as we celebrate the importance of healthy nutrition! Join us for a variety of free food, including a selection of fresh fruits, seasonal vegetables, and non-perishable items. Supplies are limited and are available on a first-come, first-served basis. In person registration is required on event day.
This event is free and open to the public.
Brought to you by EmblemHealth Neighborhood Care.
*Free while supplies last; no obligation to enroll.",Food pantry (groceries),FOOD_PANTRY,PUBLISHED,87 Bowery,,New York,NY,10002,40.716943,-73.9954346,America/New_York,https://events.blackthorn.io/en/1Im19n6/g/n6HjYw3gkW?keywords=Community%20Food%20Security,,False,False,True,,,0.69,,0,15,,,False,False,Manhattan,0.16,0.075,0.012,0.0008,low
cmke8gzgz035fvyflleqqi49m,Neighborhood Care Harlem,"Join EmblemHealth Neighborhood Care as we celebrate the importance of healthy nutrition! Join us for a variety of free food, including a selection of fresh fruits, seasonal vegetables, and non-perishable items. Pick up person must match name on event registration.
https://events.blackthorn.io/en/1Im19n6/g/n6HjYw3gkW/food-distribution-4a9nHp4ZXo/overview
Brought to you by EmblemHealth Neighborhood Care.

This event is free and open to the public.

Please plan to arrive 10 minutes prior to the beg",Food pantry (groceries),FOOD_PANTRY,PUBLISHED,215 West 125th Street,,New York,NY,10027,40.8096896,-73.94888639999999,America/New_York,https://events.blackthorn.io/en/1Im19n6/g/n6HjYw3gkW/food-distribution-4a9nHp4ZXo/overview,,False,False,True,,,0.69,,0,21,,Registration required,False,False,Manhattan,0.16,0.099,0.0158,0.0011,low
526,Neighborhood Supper @ Holy Trinity Neighborhood Center,,Soup kitchen (ready-to-eat meals),SOUP_KITCHEN,PUBLISHED,316 E 88th St,,New York,NY,10128,40.7783133,-73.9495293,America/New_York,https://www.holytrinity-nyc.org/,(212) 289-4100,False,False,True,,,0.81,,2,13,,,True,True,Manhattan,0.16,0.176,0.0282,0.002,low
754,"New Alternative for Children, Inc",,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,825 7th Avenue,,New York,NY,10019,40.763075,-73.981405,America/New_York,https://www.nackidscan.org/home/index.php,(212) 994-7919,False,False,True,1.0,WEEK,0.72,,0,0,,,True,False,Manhattan,0.16,0.148,0.0237,0.0017,low
cmixbb1ij0e7u3zfmm8c8x76x,"New Alternatives for Children, Inc.","**no hrs

Ms Lara Foster",Food pantry (groceries),FOOD_PANTRY,PUBLISHED,37 West 26th Street,,New York,NY,10010,40.7441804,-73.9899008,America/New_York,,(917) 464-5212,False,False,True,,,0.53,,0,15,,,False,False,Manhattan,0.16,0.176,0.0282,0.002,low
799,New Covenant Temple,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,1805 Amsterdam Ave,,New York,NY,10031,40.8278232,-73.9452127,America/New_York,https://www.facebook.com/NewCovenantTemple149/?rf=109312702442947,(212) 926-4636,False,False,True,,,0.78,2.3333333333333335,7,18,,,True,False,Manhattan,0.16,0.109,0.0174,0.0012,low
827,New York City Family Justice Centers (FJCs) - Manhattan,"Must first undergo screening/interview by phone (15-20 mins).
Helps with domestic violence/ intimate relationships violence with case management, safety planning, seeking housing and legal assistance, etc.",Other public benefits,OTHER_PUBLIC_BENEFITS,UNAVAILABLE,80 Centre St,,New York,NY,10013,40.7153545,-74.00166879999999,America/New_York,http://www.nyc.gov/html/ocdv/downloads/pdf/Materials_FJC_OnePage_English.pdf,(212) 602-2800,False,False,True,,,0.62,,0,1,,,True,False,Manhattan,0.16,0.055,0.0088,0.0006,low
795,New York City Love Kitchen - Pop-Up Pantry,,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,West 181st Street,,New York,NY,10033,40.8503055,-73.9361412,America/New_York,https://www.nyclovekitchen.com,(470) 838-9292,False,False,True,,,0.85,2.6,20,46,,,True,True,Manhattan,0.16,0.069,0.011,0.0008,low
cm9hf0s0102au420vqnilqnvy,New York City Rescue Mission,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,90 Lafayette Street,,New York,NY,10013,40.7175158,-74.0016682,America/New_York,https://www.bowery.org/get-help/,(212) 674-3456,False,False,True,,,0.69,,0,5,,,False,False,Manhattan,0.16,0.079,0.0126,0.0009,low
ckz3o9mja14593342051k7fuv8a,New York Common Pantry,"Log in here to order online https://nycppantry.unicentric.com/Logon?ReturnUrl=%2f
*  **Choice Pantry Program** 
	* Offers fresh, culturally appropriate and nutritious food free to participants who qualify.
	* Pantry packages are supplemental grocery packages in five food categories: protein, dairy, grains, fruits and vegetables, proportional to the number of individuals in the family and provided every two weeks.
	* Please bring photo ID for all adults in the household, ID for all children in th",Soup kitchen (ready-to-eat meals),SOUP_KITCHEN,PUBLISHED,8 East 109th Street,Ground Floor,New York,NY,10029,40.795809,-73.9492356,America/New_York,https://nycommonpantry.org/home/food-programs-2/,(917) 720-9700,False,False,True,1.0,WEEK,1.0,2.59375,85,119,,ID required,True,True,Manhattan,0.16,0.127,0.0203,0.0014,low
775,Newmark Graduate School of Journalism Food Pantry,- Food pantry is only open to their students,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,219 W 40th,,New York,NY,10018,40.7553426,-73.98884559999999,America/New_York,https://www.journalism.cuny.edu,(646) 758-7700,False,False,True,,,0.73,,0,2,,Students & staff only,True,False,Manhattan,0.16,0.118,0.0189,0.0013,low
cls3en2w01etpvhw546akwe3h,Newyork Common Pantry at Polo Grounds,State ID required,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,2965 Frederick Douglass Boulevard,,New York,NY,10039,40.8307843,-73.9373336,America/New_York,https://nycommonpantry.org/home/contact-us/,(917) 720-9700,True,True,True,,,0.79,,3,13,,"ID required,Call in advance for services,Seniors only",True,True,Manhattan,0.16,0.0,0.0,0.0,low
847,North Presbyterian Church Luice Monthly Community Meal,,Soup kitchen (ready-to-eat meals),SOUP_KITCHEN,UNAVAILABLE,525 W 155th St,,New York,NY,10032,40.8323851,-73.94443179999999,America/New_York,https://northchurchnyc.org/,(212) 926-5162,False,False,True,,,0.66,,0,7,,,False,False,Manhattan,0.16,0.153,0.0245,0.0017,low
ckxexc1jq01290413lrhuxs8b,Northern Manhattan Improvement Corporation (NMIC) Benefits Hotline,"* They distribute food by lottery system you need to register for lottery in first 14 days of month to participate if you will not win the lottery your name will be added in next lottery automatically.
* NMIC’s benefits team can help you with more than 40 different public benefits, including SNAP, housing issues, and more. Open hours vary depending on benefits requested, so check website for details: https://www.nmic.org/covid-19-services/.

* Call our Benefits Hotline (929) 415 – 8745 on Monday",SNAP/EBT,SNAP_EBT,PUBLISHED,45 Wadsworth Avenue,,New York,NY,10033,40.8461063,-73.9372221,America/New_York,https://www.nmic.org/benefits/,(929) 415-8745,False,False,True,,,0.8,2.2666666666666666,23,141,NEW_YORK_CITY,,True,True,Manhattan,0.16,0.124,0.0198,0.0014,low
cmb8fx9f700up010v38pyugsn,One Love Community Fridge by Sixth Street Community Center,"Open 24/7! Free, outdoor community fridge/pantry operated by local volunteers.",Community fridge,COMMUNITY_FRIDGE,PUBLISHED,638 East 6th Street,,New York,NY,10009,40.723685,-73.98024699999999,America/New_York,https://www.onelovecommunityfridge.org/fridges,,False,False,True,,,0.69,,0,0,,,False,False,Manhattan,0.16,0.077,0.0123,0.0009,low
1350,Open Arms NYC Food Pantry,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,161 Sherman Avenue,,New York,NY,10034,40.864609,-73.922905,America/New_York,www.lapuertaestrecha.com,(212) 567-1052,False,False,True,,,0.81,2.0,2,36,,,True,False,Manhattan,0.16,0.015,0.0024,0.0002,low
853,Our Lady Of Sorrows (CCCS),"Call Mondays or Wednesdays between 10am and 4 pm, to make an appointment.",Food pantry (groceries),FOOD_PANTRY,PUBLISHED,103 Pitt St,,New York,NY,10002,40.7194735,-73.98238429999999,America/New_York,https://olsnyc.org/contact-us,(646) 886-9854,False,True,True,1.0,MONTH,0.7,2.6666666666666665,10,17,,"ID required,Proof of address required",True,True,Manhattan,0.16,0.198,0.0317,0.0022,low
896,"Our Lady of Good Counsel, Manhattan",,Soup kitchen (ready-to-eat meals),SOUP_KITCHEN,PUBLISHED,230 E 90th St,,New York,NY,10128,40.7806053,-73.9509988,America/New_York,https://olgcstm.org,(212) 289-1742,False,False,True,1.0,MONTH,0.85,2.25,5,14,,,True,True,Manhattan,0.16,0.122,0.0195,0.0014,low
866,Park Ave Christian Church ,,Soup kitchen (ready-to-eat meals),SOUP_KITCHEN,PUBLISHED,48 East 80th Street,,New York,NY,10075,40.7766859,-73.9613107,America/New_York,https://parkavenuechristian.com,(212) 288-3246,False,False,True,,,0.84,2.0,3,6,,,True,True,Manhattan,0.16,0.156,0.025,0.0018,low
852,Park Avenue Synagogue,,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,50 E 87th St,,New York,NY,10128,40.7811222,-73.9578868,America/New_York,https://pasyn.org,(212) 369-2600,False,False,True,,,0.95,2.6666666666666665,5,50,,,True,True,Manhattan,0.16,0.355,0.0568,0.004,low
cmixbha6204531nfhob7jhexl,"Phipps Neighborhoods, Inc.","**no hrs

Mr. Andre White",Food pantry (groceries),FOOD_PANTRY,PUBLISHED,902 Broadway,,New York,NY,10010,40.7394362,-73.9895524,America/New_York,,(646) 388-8233,False,False,True,,,0.53,,0,10,,,False,False,Manhattan,0.16,0.207,0.0331,0.0023,low
917,Praxis Housing Initiatives - Riverside Place Hotel,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,312 W 109th St,,New York,NY,10025,40.8038731,-73.9681724,America/New_York,https://www.praxishousing.org,(917) 522-8407,False,False,True,,,0.71,2.0,4,3,,,True,False,Manhattan,0.16,0.17,0.0272,0.0019,low
cm9h9i1860g0sx20vs9begnku,Praxis Housing Initiatives – Barbour Hotel,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,130 West 29th Street,,New York,NY,10001,40.74702,-73.9915931,America/New_York,https://www.praxishousing.org/programs-services/,(212) 293-8404,False,False,True,,,0.72,,0,4,,,False,False,Manhattan,0.16,0.094,0.015,0.0011,low
cm571mzkq00wp1h1wmkta9a52,Primitive Christian Church,,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,207-209 East Broadway,,New York,NY,10002,40.714022,-73.987782,America/New_York,https://www.primitivechurch.org,(646) 626-9748,False,False,True,,,0.79,2.4,6,19,,"ID required,First come, first serve: open until food runs out",True,True,Manhattan,0.16,0.141,0.0226,0.0016,low
899,Project Create/Franciscan Handmaids of Mary - Anthony House,,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,73 Lenox Avenue,,New York,NY,10026,40.8006419,-73.951149,America/New_York,http://www.createinc.org/index.asp,(212) 663-1596,False,False,True,,,0.87,2.5,9,48,,ID required,True,True,Manhattan,0.16,0.095,0.0152,0.0011,low
886,Project DOROT,"- The Kosher Meals at Home program delivers meals to senior adults who keep kosher (or Halal) and live on the **Upper West Side** (from 50th Street to 125th Street) and the **Upper East Side** (from 50th Street to 96th Street). 

- Meals are frozen and come in a “TV Dinner” style tray with a protein, a starch, and a vegetable. Three to five meals are delivered each week (older adults are assigned a delivery day and window of time to expect the delivery). There is a sliding-scale contribution of ",Meal delivery,MEAL_DELIVERY,PUBLISHED,171 West 85th Street,,New York,NY,10024,40.7870587,-73.97502539999999,America/New_York,https://www.dorotusa.org/our-programs/at-home/kosher-meals-at-home,(212) 769-2850,False,False,True,,,0.7,,0,4,,Call in advance for services,True,True,Manhattan,0.16,0.169,0.027,0.0019,low
914,Project FIND @ Clinton Older Adult Center,,Soup kitchen (ready-to-eat meals),SOUP_KITCHEN,UNAVAILABLE,530 W 55th St,,New York,NY,10019,40.7682945,-73.9909152,America/New_York,http://www.projectfind.org/clinton,(212) 757-2026,False,False,True,,,0.78,,0,1,,"ID required,Seniors only,Registration required",True,False,Manhattan,0.16,0.204,0.0326,0.0023,low
825,"Project FIND, Coffeehouse Senior Center","* Breakfast is served every day from 8:30 am- 10:00 am for a Voluntary contribution of $1.25
* Lunch is served every day from 11:30am pm- 1:00 pm for a Voluntary contribution of $1.75 ",Soup kitchen (ready-to-eat meals),SOUP_KITCHEN,PUBLISHED,331 W 42nd,,New York,NY,10018,40.7576355,-73.99336079999999,America/New_York,https://assets.nationbuilder.com/projectfind/pages/19/attachments/original/1685562728/Coffeehouse_June_2023_Calendar.pdf?1685562728&fbclid=IwAR0BW4IaWxWzQazdim_m-HjPxGl3Vf1kKiEFwG6W1d5HOs7mS5x05XjhjOM,(646) 545-4621,False,False,True,,,0.68,3.0,2,7,,Seniors only,True,True,Manhattan,0.16,0.046,0.0074,0.0005,low
848,"Project FIND, Hamilton Senior Center",,Soup kitchen (ready-to-eat meals),SOUP_KITCHEN,PUBLISHED,141 W 73rd St,,New York,NY,10023,40.7790046,-73.979766,America/New_York,http://www.projectfind.org/hamilton_center,(212) 787-7710,False,False,True,,,0.77,,1,3,,Seniors only,True,True,Manhattan,0.16,0.137,0.0219,0.0015,low
930,"Project FIND, Woodstock Senior Center",,Soup kitchen (ready-to-eat meals),SOUP_KITCHEN,PUBLISHED,127 W 43rd St,,New York,NY,10036,40.7561441,-73.9844404,America/New_York,http://www.projectfind.org/woodstock_center,(212) 575-0693,False,False,True,,,0.78,,0,0,,"ID required,Seniors only",True,True,Manhattan,0.16,0.115,0.0184,0.0013,low
clvay5d2u07t399oaewl5ova6,Project Find Coffee House Older Adult Center,"Membership is Free, you must be 60 years old or older 
Hours of Operation: Monday -Friday 8:00 am-4:00 pm
Breakfast is served every day from 8:30 am- 10:00 am for a Voluntary contribution of $1.25 
Lunch is served every day from 11:30am pm- 1:00 pm for a Voluntary contribution of $1.75",Soup kitchen (ready-to-eat meals),SOUP_KITCHEN,PUBLISHED,331 West 42nd Street,,New York,NY,10036,40.7580844,-73.99122799999999,America/New_York,https://www.projectfind.org/coffeehouse,(646) 545-4621,False,False,True,,,0.72,3.0,1,2,,Seniors only,True,True,Manhattan,0.16,0.012,0.0019,0.0001,low
871,Project Hospitality - Canal Street,,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,205 Canal Street,,New York,NY,10013,40.71734439999999,-73.9986816,America/New_York,https://projecthospitality.org/,(718) 815-0800,False,False,True,2.0,MONTH,0.99,2.8,7,31,,,True,True,Manhattan,0.16,0.057,0.0091,0.0006,low
1275,Project ORE at the Sirovich Center for Balanced Living,must call 646–395-4532 to get registered,Soup kitchen (ready-to-eat meals),SOUP_KITCHEN,PUBLISHED,331 East 12th Street,,New York,NY,10003,40.730488,-73.984367,America/New_York,edalliance.org,(646) 395-4514,False,False,True,,,0.97,1.75,7,21,,,True,True,Manhattan,0.16,0.075,0.012,0.0008,low
cm9h92yk40fz6x20vgl0lrtxi,Project Renewal – Manhattan Bowery,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,200 Varick Street,,New York,NY,10014,40.7283363,-74.0050941,America/New_York,https://www.projectrenewal.org/,(212) 620-0340,False,False,True,,,0.69,,0,3,,,False,False,Manhattan,0.16,0.2,0.032,0.0023,low
ckxexc1jz02580413fd7wddny,Public Health Solutions,"Their counselors will help you find out if you qualify for SNAP, gather required documents, and submit your application. They will also provide referrals to other programs you may need, like WIC and health insurance.

Call to get started with SNAP enrollment over the phone. You may have to leave a voicemail, but someone will call you back within 48 hours. Find the number for your borough below:
* Bronx and Manhattan: 646-584-1553
* Brooklyn: 646-819-2451 For Spanish: Jose 646-793-0841/ Rosemary ",SNAP/EBT,SNAP_EBT,PUBLISHED,40 Worth Street,,New York,NY,10013,40.71729509999999,-74.0069891,America/New_York,https://www.healthsolutions.org/community-work/food-nutrition/snap-assistance/,(800) 544-8269,False,False,True,,,0.79,2.2222222222222223,24,149,NEW_YORK_CITY,,True,True,Manhattan,0.16,0.235,0.0376,0.0027,low
clw5xdszq03lsg5oi4r6lur1o,RCCG Chapel of the Great Restorer,,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,1121 Longwood Ave,,New York,NY,10006,40.814789,-73.893196,America/New_York,https://rccgcgr.org,(718) 673-8139,False,False,True,,,0.89,2.0,3,20,,,True,True,Manhattan,0.16,0.102,0.0163,0.0012,low
1067,Refettorio Harlem @ Emanuel AME Church,"Each week, TUESDAY, we host a choice pantry with fresh vegetables, fruits and curated ingredients from our network of supporters. Each guest receives at least 14 pounds of produce plus additional staples such as bread, grains, eggs. We believe in a dignified model in which guests select which items they will enjoy.  Each week we provide food education information, health and cooking tips. 

On Wednesday & Friday evenings our social kitchen prepares an evening meal for guests for free.  We seat 1",Food pantry (groceries),FOOD_PANTRY,PUBLISHED,39 West 119th Street,,New York,NY,10026,40.8032815,-73.94617850000002,America/New_York,https://www.refettorioharlem.org/programs-1,(646) 601-6040,False,False,True,,,0.95,2.3333333333333335,4,40,,"ID required,Registration required",True,True,Manhattan,0.16,0.003,0.0005,0.0,low
ckz3q6nei149361420597l7nx9w,Repair the World: New York City,,Soup kitchen (ready-to-eat meals),SOUP_KITCHEN,UNAVAILABLE,1460 Broadway,,New York,NY,10036,40.7551279,-73.9861749,America/New_York,,(646) 695-2700,False,False,True,,,0.6,,0,0,,,False,False,Manhattan,0.16,0.115,0.0184,0.0013,low
